role,date,location,link,source,keywords_matched
Sr. Solutions Engineer Remote - Italy,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-8161774002,Databricks,
"Sr. Solutions Engineer Melbourne, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-8059387002,Databricks,
"Sr. Solutions Engineer Berlin, Germany; Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-8169793002,Databricks,
"Sr. Solutions Engineer - Strategic Accounts Germany Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer---strategic-accounts-germany-8169750002,Databricks,
"Sr. Solutions Engineer - Communications, Media, Entertainment and Gaming Remote - California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/sr-solutions-engineer---communications-media-entertainment-and-gaming---8121098002,Databricks,
"Sr. Solutions Engineer - Communications, Media, Entertainment and Gaming New York City, New York",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/sr-solutions-engineer---communications-media-entertainment-and-gaming--8206229002,Databricks,
"Sr. Solutions Engineer - Communications, Media, Entertainment and Gaming Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/sr-solutions-engineer---communications-media-entertainment-and-gaming--8206231002,Databricks,
Sr. Solutions Engineer (Vietnam) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-vietnam-8202927002,Databricks,
Sr. Solutions Engineer (Taiwan) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-taiwan-8093734002,Databricks,
Sr. Solutions Engineer (Hong Kong) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-engineer-hong-kong-8027766002,Databricks,
Sr. Solutions Architect Wisconsin,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect-8200169002,Databricks,
"Sr. Solutions Architect Tokyo, Japan",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-architect-8163429002,Databricks,
"Sr. Solutions Architect Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-architect-8163431002,Databricks,
Sr. Solutions Architect Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-architect-8101933002,Databricks,
"Sr. Solutions Architect Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/sr-solutions-architect-8194883002,Databricks,
Sr. Solutions Architect Michigan,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect-8315706002,Databricks,
"Sr. Solutions Architect Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect-8022199002,Databricks,
"Sr. Solutions Architect - Public Sector (Federal Health) Maryland; Virginia; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect---public-sector-federal-health--8156919002,Databricks,
"Sr. Solutions Architect - Public Sector (Federal Civilian) Maryland; Virginia; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect---public-sector-federal-civilian-8198484002,Databricks,
Sr. Solutions Architect - Financial Services Massachusetts; New Jersey; New York,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect---financial-services-7792338002,Databricks,
Sr. Solutions Architect - Financial Services (Wealth & Asset Management) New York,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect---financial-services-wealth--asset-management-8194632002,Databricks,
Sr. Solutions Architect - Emerging Central - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-emerging/sr-solutions-architect---emerging-8136954002,Databricks,
"Sr. Solutions Architect - Defense Industrial Base Sell Through Maryland; Virginia; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-solutions-architect---defense-industrial-base-sell-through-8136493002,Databricks,
"Sr. Software Engineer, Observability Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer-observability-7925560002,Databricks,
"Sr. Software Engineer - Performance San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer---performance--6569772002,Databricks,
"Sr. Software Engineer - Performance Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer---performance-6569774002,Databricks,
"Sr. Software Engineer - Data Engineering Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer---data-engineering--8300574002,Databricks,
"Sr. Software Engineer - Backend Aarhus, Denmark",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer---backend-7643201002,Databricks,
Sr. Sales Enablement Program Manager United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---enablement/sr-sales-enablement-program-manager-8301114002,Databricks,
Sr. Resident Solutions Architect Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-resident-solutions-architect-8114836002,Databricks,
"Sr. Project Manager, Services Auckland, New Zealand",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-project-manager-services-8146701002,Databricks,
"Sr. Product Manager, Lakeflow Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-lakeflow-8186386002,Databricks,
"Sr. Product Manager, Developer Ecosystem Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-developer-ecosystem-7870132002,Databricks,
"Sr. Product Manager, Databricks Repos Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-repos-8326570002,Databricks,
"Sr. Product Manager, Databricks Repos San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-repos-8326513002,Databricks,
"Sr. Product Manager, Databricks Free Edition Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-free-edition-8235785002,Databricks,
"Sr. Product Manager, Databricks Free Edition San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-free-edition-7680573002,Databricks,
"Sr. Product Manager, Databricks AI Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-ai-8136204002,Databricks,
"Sr. Product Manager, Databricks AI San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-databricks-ai-8136071002,Databricks,
"Sr. Product Manager, Data Governance Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-data-governance-7863522002,Databricks,
"Sr. Product Manager, Data Governance San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-data-governance-7863365002,Databricks,
"Sr. Product Manager, Data Engineering San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-data-engineering-6322654002,Databricks,
"Sr. Product Manager, DBSQL Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-dbsql-7929994002,Databricks,
"Sr. Product Manager, DBSQL San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-dbsql-7924423002,Databricks,
"Sr. Product Manager, Compute Platform Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-compute-platform-8200284002,Databricks,
"Sr. Product Manager, Compute Platform San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-manager-compute-platform-8200462002,Databricks,
"Sr. Product Designer Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-designer-8162222002,Databricks,
"Sr. Product Designer San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-product-designer-8155422002,Databricks,
"Sr. People Generalist London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/people-operations/sr-people-generalist-8026722002,Databricks,
"Sr. Payroll Analyst London, United Kingdom",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-payroll-analyst-8225252002,Databricks,
Sr. Payroll Analyst (US and Canada) Costa Rica,2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-payroll-analyst-us-and-canada--8095220002,Databricks,
"Sr. Manager, Sales Development Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/sales-development/sr-manager-sales-development-8328401002,Databricks,
"Sr. Manager, Resident Solutions Architects Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-manager-resident-solutions-architects-8109238002,Databricks,
"Sr. Manager, Partner Solutions Architect Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/-field-engineering---indirect/sr-manager-partner-solutions-architect-8073294002,Databricks,
"Sr. Manager, Finance - Headcount Planning & Total Rewards Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-manager-finance---headcount-planning--total-rewards-8071858002,Databricks,
"Sr. Manager, Field Engineering - Strategic Digital Native Business West Coast - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/sr-manager-field-engineering---strategic-digital-native-business-8291107002,Databricks,
"Sr. Manager, Field Engineering - Strategic AI Natives West Coast - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-emerging/sr-manager-field-engineering---strategic-ai-natives-8250195002,Databricks,
"Sr. Manager, Field Engineering - Financial Services Boston, Massachusetts; Chicago, Illinois; New Jersey; New York; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-manager-field-engineering---financial-services-8222653002,Databricks,
"Sr. Manager, Engineering Performance Remote - Arizona; Remote - California; Remote - Canada; Remote - Colorado; Remote - Illinois; Remote - Massachusetts; Remote - Michigan; Remote - New York; Remote - Texas; Remote - Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-manager-engineering-performance-8204135002,Databricks,
"Sr. Manager, Engineering - Unity Catalog Infra Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/sr-manager-engineering---unity-catalog-infra-8329804002,Databricks,
"Sr. Manager, Engineering - Search Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/gen-ai/sr-manager-engineering---search-7959180002,Databricks,
"Sr. Manager, Engineering - Model Serving San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-manager-engineering---model-serving-8211957002,Databricks,
"Sr. Manager, Engineering - Identity Platform Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-manager-engineering---identity-platform--8003987002,Databricks,
"Sr. Manager, Commissions FP&A Mountain View, California; New York City, New York; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-manager-commissions-fpa-8024702002,Databricks,
"Sr. Manager, Applied ML For Systems San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-manager-applied-ml-for-systems-8114426002,Databricks,
"Sr. Manager, AI Forward Deployed Engineering (FDE) – EMEA Berlin, Germany; Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-manager-ai-forward-deployed-engineering-fde--emea-8189904002,Databricks,
"Sr. Manager, AI Forward Deployed Engineering (FDE) - APJ Singapore",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-manager-ai-forward-deployed-engineering-fde---apj-8061930002,Databricks,
"Sr. Major Programs Architect Maryland; Virginia; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/sr-major-programs-architect-8198482002,Databricks,
"Sr. Machine Learning Engineer San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-machine-learning-engineer--7276195002,Databricks,
"Sr. Legal Counsel, International Public Sector Paris, France",2025-12-10,Unspecified,https://www.databricks.com/company/careers/legal/sr-legal-counsel-international-public-sector--8035517002,Databricks,
Sr. IT Product Manager - Employee Experience United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/sr-it-product-manager---employee-experience-8203285002,Databricks,
"Sr. Forward Deployment Engineer Singapore; Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-forward-deployment-engineer-8251125002,Databricks,
"Sr. Financial Analyst Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-financial-analyst-8122924002,Databricks,
"Sr. Finance Manager Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-finance-manager-8282509002,Databricks,
Sr. Field Marketing Manager United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/marketing/sr-field-marketing-manager-8163204002,Databricks,
"Sr. Engineering Manager Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/-sr-engineering-manager-8051883002,Databricks,
"Sr. Engineering Manager - Photon Team (San Francisco) San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/sr-engineering-manager----photon-team-san-francisco-8108743002,Databricks,
"Sr. Engineering Manager - Lakeflow Pipeline Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/sr-engineering-manager---lakeflow-pipeline-8109905002,Databricks,
Sr. Engagement Manager Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-engagement-manager-8284674002,Databricks,
Sr. Engagement Manager - Retail United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-engagement-manager---retail--8286302002,Databricks,
"Sr. Director, Head of Global Accounting Mountain View, California; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/exec-finance/sr-director-head-of-global-accounting-8168383002,Databricks,
"Sr. Director, Enterprise - Public Sector Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/enterprise-sales/sr-director-enterprise---public-sector-8277578002,Databricks,
"Sr. Developer Advocate, Open Lakehouse San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-open-lakehouse-7930163002,Databricks,
"Sr. Developer Advocate, Open Lakehouse Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-open-lakehouse-7871400002,Databricks,
"Sr. Developer Advocate, Open Lakehouse Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-open-lakehouse-8288237002,Databricks,
"Sr. Developer Advocate, Databricks AI Agentic Systems San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-databricks-ai-agentic-systems-7930603002,Databricks,
"Sr. Developer Advocate, Databricks AI Agentic Systems Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-databricks-ai-agentic-systems-7934669002,Databricks,
"Sr. Developer Advocate, Databricks AI Agentic Systems Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/product/sr-developer-advocate-databricks-ai-agentic-systems-8288319002,Databricks,
"Sr. Designated Support Engineer, Spark Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/sr-designated-support-engineer-spark-8125173002,Databricks,
"Sr. Deployment Strategist Singapore; Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-deployment-strategist-8251129002,Databricks,
Sr. Demand Generation Manager United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/marketing/sr-demand-generation-manager-8100307002,Databricks,
"Sr. Delivery Solutions Architect Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/delivery-solutions-architects/sr-delivery-solutions-architect-8312932002,Databricks,
"Sr. Data Engineer Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/integration-data-engineering-and-applications/sr-data-engineer--7808221002,Databricks,
Sr. Certification Exam Developer India,2025-12-10,Unspecified,https://www.databricks.com/company/careers/education--training/sr-certification-exam-developer-8291080002,Databricks,
Sr. Big Data Engineer Remote - India,2025-12-10,Unspecified,https://www.databricks.com/company/careers/professional-services-operations/sr-big-data-engineer-7968899002,Databricks,
"Sr. Alliance Director - Head of AMER ISV New York City, New York; San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/business-development/sr-alliance-director---head-of-amer-isv-8120176002,Databricks,
Sr. Accountant Costa Rica,2025-12-10,Unspecified,https://www.databricks.com/company/careers/finance/sr-accountant-8120171002,Databricks,
"Sr Software Engineer-Networking Mountain View, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-software-engineer-networking-8211452002,Databricks,
"Sr Software Engineer-Networking Bellevue, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering/sr-software-engineer-networking-8211450002,Databricks,
"Sr Software Engineer, Search Relevance (Applied AI) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer-search-relevance-applied-ai-7958676002,Databricks,
"Sr Software Engineer, Machine Learning (Search) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/engineering---pipeline/sr-software-engineer-machine-learning-search-7958967002,Databricks,
"Sr Security Engineer, Incident Response United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/security/sr-security-engineer-incident-response-8153870002,Databricks,
"Sr Security Assurance Engineer, Third Party Risk Management Remote - India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/security/sr-security-assurance-engineer-third-party-risk-management-8221756002,Databricks,
"Sr Incident Manager Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/sr-incident-manager-8291205002,Databricks,
Sr Executive Assistant Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/-field-engineering---indirect/sr-executive-assistant-8240597002,Databricks,
"Sr Engineering Manager - Service Foundations Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/executive-engineering---pipeline/sr-engineering-manager---service-foundations-7006089002,Databricks,
"Sr Data & AI Technical Solutions Engineer Sao Paulo, Brazil",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/sr-data--ai-technical-solutions-engineer--7330831002,Databricks,
"Sr Backline Engineer (Apache Spark™) Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/support/sr-backline-engineer-apache-spark-7335143002,Databricks,
Specialist Solutions Architect United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/specialist-solutions-architect-8175788002,Databricks,
Specialist Solutions Architect - GenAI (High-Tech & Manufacturing) Northeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/specialist-solutions-architect---genai-high-tech--manufacturing-8061749002,Databricks,
"Specialist Solutions Architect - GenAI & LLM Toronto, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/specialist-solutions-architect---genai--llm-7759592002,Databricks,
"Specialist Solutions Architect - Cloud infrastructure Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/specialist-solutions-architect---cloud-infrastructure-8287100002,Databricks,
"Solutions Engineer Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-engineer-8234183002,Databricks,
"Solutions Architect, Retail West Coast - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-retail-6456675002,Databricks,
"Solutions Architect, Retail Remote - Ohio",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-retail--6049142002,Databricks,
"Solutions Architect, Retail - CPG Northeast - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-retail---cpg-8221491002,Databricks,
"Solutions Architect, Retail - CPG Central - United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-retail---cpg-6649865002,Databricks,
"Solutions Architect Western Australia, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-8194866002,Databricks,
"Solutions Architect Toronto, Canada",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect--8162870002,Databricks,
"Solutions Architect Sydney, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-7606848002,Databricks,
Solutions Architect Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-8135533002,Databricks,
"Solutions Architect Seoul, South Korea",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-8194889002,Databricks,
"Solutions Architect Seattle, Washington",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect-8141942002,Databricks,
"Solutions Architect San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect-8243219002,Databricks,
"Solutions Architect San Francisco, California",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect-8243221002,Databricks,
Solutions Architect Remote - Texas,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/solutions-architect-8284381002,Databricks,
"Solutions Architect Queensland, Australia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-8114828002,Databricks,
Solutions Architect Northeast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-enterprise/solutions-architect-8196833002,Databricks,
"Solutions Architect Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-8230173002,Databricks,
Solutions Architect Mexico City,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect-7896350002,Databricks,
Solutions Architect California,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect-8095330002,Databricks,
"Solutions Architect : Data & AI Bengaluru, India",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect--data--ai-8194872002,Databricks,
Solutions Architect - Rome OR Milan Based Remote - Italy,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect---rome-or-milan-based-8119057002,Databricks,
Solutions Architect - Public Sector Remote - Washington D.C.,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---public-sector--6841734002,Databricks,
Solutions Architect - Public Sector (SLED) Colorado; Illinois; Nevada; Texas,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect---public-sector-sled-8196770002,Databricks,
"Solutions Architect - Oil, Gas, Energy Houston, Texas",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect---oil-gas-energy-8083807002,Databricks,
"Solutions Architect - Manufacturing Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---manufacturing-6545547002,Databricks,
"Solutions Architect - LATAM Florida, United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---latam-7662349002,Databricks,
Solutions Architect - Hunter Team Central - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect---hunter-team-8210277002,Databricks,
Solutions Architect - Healthcare/Life Sciences Team (HLS) Remote - Illinois,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---healthcare-life-sciences-team-hls-8085877002,Databricks,
Solutions Architect - Healthcare/Life Sciences Team (HLS) Remote - California,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---healthcare-life-sciences-team-hls-8231231002,Databricks,
Solutions Architect - Finland Finland,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect---finland-8025551002,Databricks,
Solutions Architect - Financial Services Massachusetts; New Jersey; New York,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---financial-services-6956027002,Databricks,
"Solutions Architect - Financial Services Illinois; Massachusetts; New York; Ohio; Washington, D.C.",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-regulated/solutions-architect---financial-services-8087476002,Databricks,
"Solutions Architect - Enterprise Named Accounts Munich, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect---enterprise-named-accounts-8166303002,Databricks,
"Solutions Architect - Enterprise Greenfield Herzliya, Israel",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect---enterprise-greenfield-8223575002,Databricks,
Solutions Architect - Emerging Enterprise United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---emerging-enterprise--6328388002,Databricks,
"Solutions Architect - Digital Native Business, Strategic United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-emerging/solutions-architect---digital-native-business-strategic-8227356002,Databricks,
Solutions Architect - Digital Native Business West Coast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-emerging/solutions-architect---digital-native-business-7891876002,Databricks,
Solutions Architect - Digital Native Business United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---digital-native-business-6117719002,Databricks,
"Solutions Architect - Digital Native Business Chicago, Illinois",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect---digital-native-business-8194858002,Databricks,
"Solutions Architect - Communications, Media, Entertainment & Gaming United States",2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering/solutions-architect---communications-media-entertainment--gaming--6117756002,Databricks,
Solutions Architect (MLOps) - Digital Native Business West Coast - United States,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---fe-direct-emerging/solutions-architect-mlops---digital-native-business-8244527002,Databricks,
Solutions Architect (Hong Kong) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-hong-kong--8194856002,Databricks,
Solutions Architect (Greater China Region) Singapore,2025-12-10,Unspecified,https://www.databricks.com/company/careers/field-engineering---other/solutions-architect-greater-china-region--8194868002,Databricks,
"Software Engineering New Grad (2026) Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineering-new-grad-2026-7640776002,Databricks,
"Software Engineering Intern (2026) Berlin, Germany",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2026-6866531002,Databricks,
"Software Engineering Intern (2026) Belgrade, Serbia",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2026-7640764002,Databricks,
"Software Engineering Intern (2026) Amsterdam, Netherlands",2025-12-10,Unspecified,https://www.databricks.com/company/careers/university-recruiting/software-engineering-intern-2026-6866534002,Databricks,
